Title,Category,Bid Count,Highest Bid Amount(€),Description,URL
Zwart metalen wandrek van Lifa Living (model: rond),Wonen,0,0,"In dit wandrek kun jij al je blikvangers kwijt. Een mooie foto, vaasje met bloem of mooie souvenir bijvoorbeeld. Het rek is gemaakt van metaal en heeft een diameter van 55 cm.",https://www.vakantieveilingen.be/veilingen/producten/wonen/wandrek-rond-metaal/1600
Grijs hondenkussen (90 x 70 x 28 cm),huisdier,5,12,"Fijn, zo'n zacht plekje! Dat denkt je hond nadat je dit heerlijke kussen gewonnen hebt. En niet alleen je hond is blij, maar jij ook. Dit kussen staat namelijk ook nog eens erg knus én sfeervol in je woonkamer. Een win-winsituatie noemen we dat. Plaats dus snel het hoogste bod en haal 'm in huis.",https://www.vakantieveilingen.be/veilingen/producten/huisdier/grijs-hondenkussen-90-x-70-x-28-cm/44247?l=78719152&p=166336
Gereedschapskoffer van Fachtools (161-delig),Klussen,4,4,"Deze uitgebreide 161-delige gereedschapsset van Fachtools is onmisbaar voor elke doe-het-zelver of professional. Of je nu kleine reparaties in huis uitvoert, meubels in elkaar zet of aan je auto werkt; de set biedt alles wat je nodig hebt. Bied nu mee en win.",https://www.vakantieveilingen.be/veilingen/producten/klussen/gereedschapsset-fachtools/45558
High Tea bij Fletcher Hotels (NL-2 p.),High tea,7,16,"Even bijkletsen met je vriend(in), broer of zus? Dat doe je onder het genot van een gezellige High Tea. Met onder andere zoete lekkernijen, luxe brioche broodjes en onbeperkt thee is er voor ieder wat wils. Voordeel: ruim 95 deelnemende restaurants van Fletcher Hotels in Nederland. Bied mee!",https://www.vakantieveilingen.be/veilingen/eten-en-drinken/high-tea/hightea-fletcher-hotel-naar-keuze/44158
Professionele studio-microfoon,Speelgoed en hobby,3,3,"Maak je stream, podcast of vlog compleet met deze studio-microfoon van Áengus. Dankzij de meegeleverde filters heb je geen last van achtergrondlawaai, popgeluiden of sisklanken. Voor kraakheldere opnames van hoge kwaliteit.",https://www.vakantieveilingen.be/veilingen/producten/speelgoed-en-hobby/microfoon-aengus/13334
Movie Park Germany tickets voor 2 personen,Dierentuinen en pretparken,3,46,"Vind je achtbanen te gek én ben je filmliefhebber? Dan zijn deze Movie Park Germany tickets ideaal. Het park net over de Duitse grens heeft 7 themagebieden, meer dan 40 attracties, te gekke shows en al je favoriete film- en tv-helden. Bied mee en win 2 Movie Park Germany tickets met korting.",https://www.vakantieveilingen.be/veilingen/uitstapjes/dierentuinen-en-pretparken/movie-park-germany/21249
All season dekbed (240 x 200 cm) + 2 kussens,Slapen,6,11,Wist je dat je om de 10 jaar je dekbed moet vervangen? Misschien is dit exemplaar wat voor jou. De dekbed set is namelijk praktisch én lekker zacht. Je kunt het dekbed 't hele jaar door gebruiken; of het nu hartje zomer of winter is. Wat ga jij lekker wegdromen hieronder! Eerst nog even winnen...,https://www.vakantieveilingen.be/veilingen/producten/slapen/dekbed-en-kussens-hmg-bedtextiel/18911
Digitale airfryer van Berlinger Haus (5 L),Koken en tafelen,9,13,"Gezond én lekker eten; kan dat? Met deze digitale airfryer van Berlinger Haus zeker. Dit keukenapparaat werkt met hete lucht die door de pan wordt rondgeblazen. Olie of vet hoef je dus niet te gebruiken tijdens het bereiden van je maaltijd. Bied mee, win en geniet!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/digitale-airfryer-van-berlinger-haus-inhoud-5-l/43071
"Center Parcs Huttenheugte, Kempervennen of Port Zélande (NL - 2 p.)",Campings en vakantieparken,25,109,"Lekker wandelen in de natuur, zwemmen in Aqua Mundo en samen mooie herinneringen maken. Bij Center Parcs genieten jullie van luxe in een fijne cottage én de beste parkfaciliteiten. Kies tussen De Huttenheugte, De Kempervennen en Port Zélande. Bied mee en boek jouw verblijf met korting.",https://www.vakantieveilingen.be/veilingen/vakanties/campings-en-vakantieparken/center-parcs-de-huttenheugte-de-kempervennen/35851
24-delige bestekset van Blaumann (BL-3200),Koken en tafelen,6,6,"Je eettafel krijgt een klassieke uitstraling met deze bestekset voor 6 personen. De set bestaat uit eetlepels, tafelvorken en -messen en dessertlepels. Ze zijn gemaakt van roestvrij staal en mogen na gebruik gewoon in de vaatwasser.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/bestekset-24-delig-blaumann/4063?l=78716196&p=157176
Draadloze bluetooth XL-speaker van Sweex,Elektronica,6,26,"Ga terug in de tijd met deze draadloze boombox-speaker. Je neemt 'm gemakkelijk met je mee, dus breng je het feestje overal naartoe! Verbind je telefoon via bluetooth en geniet 6 uur lang van je lievelingsnummers op je favoriete plek. Met welk bod ga jij 'm winnen?",https://www.vakantieveilingen.be/veilingen/producten/elektronica/draadloze-speaker-6-uur-boombox-sweex-bluetooth/8660
Herenhorloge van Jacob Zech (Milano 001),Horloges,13,30,"Als er 1 kleur is waarmee je ver boven de rest uitsteekt, dan is het wel goud. Bied daarom snel mee op dit stijlvolle horloge van Jacob Zech en voel je een échte winnaar. Mooi meegenomen: de klok beschikt over een wereldtimer en datumaanduiding. Superhandig, dus win 'm snel met korting.",https://www.vakantieveilingen.be/veilingen/producten/horloges/herenhorloge-jacob-zech-milano-001/44797
2 dagen Belgische kust in Nieuwpoort voor 2 personen,Aan de kust,14,20,"Even uitwaaien? Hotel Sandeshoved ligt op de dijk van de Vlaamse badplaats Nieuwpoort-Bad. Steek de boulevard over en je staat met je voeten in het zand. Maar er is meer te zien; van Westfront tot de Abdij van Westvleteren. Jij vermaakt je hier vast. Bied mee, win en boek jouw verblijf aan de kust.",https://www.vakantieveilingen.be/veilingen/hotels/aan-de-kust/hotel-sandeshoved-nieuwpoort/33982
Dagtocht op het IJsselmeer met zeilschip 'Stedemaeght' (2 p.),Dagtochten,1,1,"Het is weer mogelijk mee te varen aan boord van de 'Stedemaeght'. Dit grote, 3-mastige zeilschip is gebouwd in 1926 en vaart nog steeds. Dit keer vanuit Lelystad, over het IJsselmeer naar Urk. Zet jij alle zeilen bij? Bied mee op de veiling, win en geniet van de tocht.",https://www.vakantieveilingen.be/veilingen/uitstapjes/dagtochten/zeilen-ijsselmeer/2483
Contactgrill van Berlinger Haus (2.000 W),Koken en tafelen,11,13,"Of je nu zin hebt in een sappige gegrilde kip, perfecte panini of smaakvolle groenten: deze contactgrill zorgt voor de lekkerste resultaten. Dankzij de regelbare temperatuurinstellingen en de anti-aanbakplaat kun je met gemak gebruiken. Bied nu mee en win.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/contactgrill-berlinger-haus-bh9492/45095
Zilverkleurige oorbellen met in totaal 30 zirkonia's,Juwelen,1,1,Zin om eens even goed uit te pakken met je sieraden? Bied dan razendsnel mee op deze elegante zilverkleurige oorbellen. De pareltjes zijn versierd met in totaal maar liefst 30 zirkonia's. Op die manier straal jij sowieso iedereen tegemoet. Bovendien kun je ze dragen naar elke gelegenheid. Bied mee!,https://www.vakantieveilingen.be/veilingen/producten/juwelen/oorbellen-lea-zilverkleurig/49762
Dekbedovertrek van microvezel (240 x 200/220 cm),Slapen,6,6,Geniet van een fijne nachtrust met dit charmante dekbedovertrek. Dankzij de stof van microvezel is ie eenvoudig in onderhoud en kun je 'm probleemloos wassen. Daarnaast is ie ranzendsnel droog en vrijwel strijkvrij. Zin om eronder te kruipen? Plaats snel het hoogste bod en win.,https://www.vakantieveilingen.be/veilingen/producten/slapen/dekbedovertrek-van-microvezel-zwart-240-x-200-cm/48941
Bluetooth-speaker van Momo Design (5 W),Elektronica,2,2,"Deze draagbare en compacte bluetooth-speaker is ideaal voor thuis, onderweg of tijdens een buitenactiviteit. Wat dacht je van een lekker muziekje tijdens het varen of barbecuën in het park? Met een batterij die tot wel 20 uur meegaat kunt je wel een dagje voort. Bied mee en win met korting.",https://www.vakantieveilingen.be/veilingen/producten/elektronica/bluetooth-speaker-5w-momo-design/60248
3 witte Jasmijnplanten (20 - 30 cm),Bloemen en planten,6,8,"De jasmijnplant is een aanwinst voor iedere tuin! Het is een makkelijke plant die van mei tot september bloeit. Hij geeft witte, stervormige en geurende bloemetjes en daarna zwarte besjes. Plaats hem tegen een schutting of bij een muur.",https://www.vakantieveilingen.be/veilingen/producten/bloemen-en-planten/set-van-3-jasmijnplanten-perfect-plant/8805
Draadloze in-ear oordopjes met ingebouwde powerbank,Elektronica,3,3,"Deze ergonomische, lichtgewicht oortjes hebben een batterij die wel 80 uur meegaat. En dankzij de ingebouwde powerbank kun je er zelfs je telefoon mee opladen. Bied snel mee en win deze volledige water- en stofbestendige in-ear oordopjes met korting.",https://www.vakantieveilingen.be/veilingen/producten/elektronica/draadloze-oordopjes-powerbank-ooqe-pro-x9/62775
Orale bevredigingssimulator met warmtefunctie,Intimiteit,3,7,Dit speeltje heeft een bewegende tong en is ook nog eens zelfverwarmend. Daarom voelt ie levensecht aan. Schakel tussen de verschillende vibratiestanden en kom tot een sensationeel hoogtepunt. Tip: gebruik altijd een beetje glijmiddel op waterbasis voor een nóg lekkerder gevoel.,https://www.vakantieveilingen.be/veilingen/producten/intimiteit/masturbator-van-otouch-chiven2/19262
Helikoptervlucht in Nederland of België (1 p.),Actieve uitstapjes,0,0,Op zoek naar een onvergetelijke ervaring? Ga dan voor deze vette helikoptervlucht. Kies je gewenste locatie in Nederland of België en geniet vanuit de lucht van  een geweldig uitzicht. Bonus: je krijgt ook nog alles te weten over de helikopter. Kortom: deze vlucht wil je niet missen. Bied snel mee!,https://www.vakantieveilingen.be/veilingen/uitstapjes/actieve-uitstapjes/helikopter-vliegen/2398
Opvouwbare bolderwagen van Outfit,Tuin en buiten,7,11,"Naar het park, een stadje bezoeken tijdens de vakantie of een dagje dierentuin; deze bolderwagen maakt het stukken aangenamer. Al je spullen - en moeie kindertjes - kunnen mee in de wagen. Het handige is dat je 'm eenvoudig in- en uitklapt. Zo kan ie gewoon mee in de auto. Bied mee en win!",https://www.vakantieveilingen.be/veilingen/producten/tuin-en-buiten/bolderwagen-opvouwbaar-outfit/45731?l=78721408&p=167495
Kabelhaspel met 4 stopcontacten (10 m),Klussen,4,5,"Druk aan het klussen? Dankzij deze kabelhaspel kun je meerdere apparaten tegelijk gebruiken. De haspel van Green Series heeft 4 stopcontacten en een snoerlengte van 10 meter. Zo heb je veel bereik én kun je 'm op elke plek kwijt. Bied nu mee, win en sleep je extra hulp binnen.",https://www.vakantieveilingen.be/veilingen/producten/klussen/kabelhaspel-10-m-green-series/49245
Slimme wifi-(baby)camera van Hyundai Home (360° draaibaar),Baby en kind,2,2,Zorg voor een veilig gevoel als je de deur uitstapt met deze camera voor in huis van Hyundai Home. Via de app kun je alles in de gaten houden. Je hoort elk geluid en dankzij de 2-way audio kun je zelfs terugpraten - daarom is ie ook goed geschikt voor in de babykamer. Bied mee en win!,https://www.vakantieveilingen.be/veilingen/producten/baby-en-kind/camera-binnen-hyundai-home-hha492101/48969
BLUE Wellnessresort Zeeland: dagentree voor 2 pers. (NL),Sauna en wellness,2,6,"Ontspannen in de kleurensauna, daarna naar het wisselbad en heerlijk bijkomen in de speciale cocoon-ruimte? In BLUE wellnessresort Zeeland beleef je een heerlijke relaxdag in de 5 sauna's, verschillende baden én fijne rustruimtes. Wanneer kom jij langs? Bied nu mee, win en neem iemand mee. Genieten!",https://www.vakantieveilingen.be/veilingen/wellness/sauna-en-wellness/blue-wellnessresort-zeeland/44390
11-delige messenset van Berlinger Haus (BH-2608),Koken en tafelen,8,8,"Met gemak groenten, vlees en brood snijden? Grijp altijd naar het juiste mes met de 11-delige set van Berlinger Haus. De messen zijn gemaakt van roestvrij staal, waardoor geurtjes en smaakjes niet blijven hangen. Wat zet jij op tafel? Plaats het hoogste bod op de veiling en win!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/11-delige-messenset-berlinger-haus/3790
Gereedschapstrolley van MSA (610-delig),Klussen,6,50,Met de 610-delige gereedschapstrolley van MSA zit je gebeiteld. Dit model heeft wieltjes en rol je daarom makkelijk overal mee naartoe. Klus geklaard? Berg alles netjes op in de lades. Zo raak je niets kwijt. Bied mee en win 'm vandaag nog met korting.,https://www.vakantieveilingen.be/veilingen/producten/klussen/gereedschapstrolley-msa-610b/42756
Body Worlds: op reis door het menselijk lichaam (2 p.),Musea,1,2,"Maak een wonderbaarlijke reis door het menselijk lichaam in anatomiemuseum Body Worlds, in hartje Amsterdam. Tijdens je bezoek ontdek je wat ons gelukkig maakt en wat het effect hiervan is op de gezondheid. Een leuk én leerzaam dagje uit. Nu met gratis (In)Bodyscan.",https://www.vakantieveilingen.be/veilingen/uitstapjes/musea/body-worlds-amsterdam/48287
Smartwatch met sportmodus (grijs of roségoud),Elektronica,2,6,Kun jij wel wat extra motivatie gebruiken om elke dag je stappendoel te halen? Met deze smartwatch komt dat helemaal goed. Je stelt gemakkelijk je doelen in en het horloge houdt je progressie bij. Andere leuke extra's: luister muziek of gebruik de zaklamp. Welke kleur kies jij? Bied mee en win!,https://www.vakantieveilingen.be/veilingen/producten/elektronica/smartwatch-dutch-originals-space-grey-of-rose-gold/49010
Robijn vloeibaar wasmiddel kleur (8 flessen),Boodschappen,12,16,"Heb je de was net opgevouwen, staat de machine alweer aan... Een voorraadje wasmiddel in huis kan dus geen kwaad. Bied mee, win de veiling en vul je kast met maar liefst 8 flessen van dit vloeibare wasmiddel van Robijn. Zo kan de bonte was lekker draaien.",https://www.vakantieveilingen.be/veilingen/producten/boodschappen/vloeibaar-wasmiddel-robijn-color/35039
12-delige pannenset van Blaumann,Koken en tafelen,4,30,"Goed gereedschap is het halve werk en dat geldt zeker in de keuken. Met deze 12-delige pannenset van Blaumann tover jij elke avond weer een goede maaltijd op tafel. Alhoewel, het koken moet je natuurlijk zelf doen. Goede pannen heb je alvast in huis. Zet het vuur vast hoog en bieden maar!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/pannenset-roestvrij-staal-12-delig-blaumann/4645
Overnachting langs route du soleil in Frankrijk (2 p.),Hotels Frankrijk,8,8,Rijd jij dit jaar richting het zonnige zuiden van Europa? Een flinke rit. Met een overnachting onderweg kom je uitgerust aan op je vakantiebestemming. We hebben een reeks snelweghotels door heel Frankrijk geselecteerd. Kies het hotel langs jouw route en win de veiling. Fijne vakante en goede reis!,https://www.vakantieveilingen.be/veilingen/hotels/hotels-frankrijk/snelweghotels-frankrijk-dalmata/49254
Hyundai premium soundbar met ingebouwde subwoofer (60 W),Elektronica,11,20,Met deze soundbar van Hyundai krijgt jouw tv een echte upgrade. Met de speakers en subwoofer ga jij namelijk voor perfect geluid tijdens het kijken van een spannende film. Je kunt 'm onder je tv plaatsen of ophangen aan de muur. Bied je mee?,https://www.vakantieveilingen.be/veilingen/producten/elektronica/hyundai-boom-soundbar/1063
Drinkfontein voor je huisdier (2 L),huisdier,3,3,"Deze drinkfontein voor honden en katten heeft een koolstoffilter die zorgt dat alle haren, viezigheid, smaakjes en geuren uit het water worden gefilterd. Hierdoor heeft je huisdier altijd het meest verse en gezonde drinkwater. Reinig de pomp en filter minimaal om de 2 weken. Bied nu mee en win!",https://www.vakantieveilingen.be/veilingen/producten/huisdier/drinkfontein-huisdieren-2-liter/48512
"Telescopische vishengel van 2,1 meter incl. accessoires",Sport en gezondheid,0,0,"Je hoeft niet uit te zoeken wat je nodig hebt, want deze set bevat alle onderdelen om er direct op uit te trekken. Zoek een mooie vislocatie uit, zet je stoeltje neer en gooi die hengel met molen, lijn, dobber en aas maar uit. Alleen nog even een bod uitgooien en de winst binnen halen!",https://www.vakantieveilingen.be/veilingen/producten/sport-en-gezondheid/telescopische-vishengel-inclusief-molen-aas-dobbers/49200?l=78721894&p=167589
